fecha,id_producto,nombre_producto,categoria,id_sucursal,nombre_sucursal,proveedor,unidades_vendidas,unidades_recibidas,stock_cierre,precio_unitario,costo_unitario,importe_venta,importe_costo
2023-09-12,P008,Cloro Blanqueador 1L,Limpieza,S03,Cancún,Comercializadora Peninsular,4,0.0,538,28.05,12.0,112.2,48.0
2023-08-20,P022,Yogurt Natural 1kg,Lácteos,S02,Mérida Norte,Grupo Abasto del Sur,7,0.0,243,51.63,26.0,361.41,182.0
2023-11-05,P027,Pasta Dental 100ml,Higiene,S02,Mérida Norte,Logística Maya S.A.,10,107.0,199,44.63,22.0,446.3,220.0
2024-06-04,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,27,,254,28.38,14.0,766.26,378.0
2023-04-30,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,45,0.0,176,63.02,30.0,2835.9,1350.0
2024-01-26,P014,Sal de Mesa 1kg,Abarrote,S04,Cancún Centro,Logística Maya S.A.,2,0.0,1537,17.37,,34.74,16.0
2023-10-08,P025,Papel Higiénico 4-pack,Higiene Personal,S05,Playa del Carmen,,36,0.0,141,59.72,30.0,2149.92,1080.0
2024-04-18,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,23,0.0,78,15.07,7.0,346.61,161.0
2024-06-20,P010,Esponja Cocina Pack 3,Limpieza,S05,Playa del Carmen,Logística Maya S.A.,20,132.0,165,35.17,15.0,703.4,300.0
2023-01-14,P012,Frijol Negro 1kg,Abarrotes,S01,Mérida Centro,,8,0.0,352,36.82,20.0,294.56,160.0
2024-05-23,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,26,0.0,74,21.42,10.5,556.92,273.0
2024-06-09,P026,Shampoo 400ml,Higiene,S01,Mérida Centro,Comercializadora Peninsular,7,0.0,144,78.48,38.0,549.36,266.0
2023-09-21,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,,17,0.0,346,21.8,10.0,370.6,170.0
2023-04-22,P017,Sopa Pasta 200g,Abarrotes,S02,Mérida Norte,Comercializadora Peninsular,46,0.0,160,14.76,7.0,678.96,322.0
2024-04-22,P004,Agua Sabor Limón 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,12,0.0,335,16.11,7.5,193.32,90.0
2023-12-20,P016,Atún Lata 140g,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,62,0.0,54,23.39,11.0,1450.18,682.0
2023-02-06,P010,Esponja Cocina Pack 3,Limpieza,S03,Cancún,Proveedor Central del Caribe,6,0.0,211,35.37,15.0,212.22,90.0
2023-11-09,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,68,0.0,148,26.02,14.0,1769.36,952.0
2023-12-29,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,21,0.0,179,28.33,14.0,594.93,294.0
2023-06-10,P024,Mantequilla 90g,Lácteos,S02,Mérida Norte,Distribuidora Norte S.A.,4,112.0,489,33.8,18.0,135.2,72.0
2024-04-27,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,0,200.0,200,14.54,7.0,0.0,0.0
2023-12-02,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,7,0.0,962,69.9,35.0,489.3,245.0
2023-03-20,P021,Queso Manchego 400g,LÁCTEOS,S03,Cancún,Distribuidora Norte S.A.,8,0.0,209,95.25,50.0,762.0,400.0
2023-08-10,P008,Cloro Blanqueador 1L,Limpieza,S02,Mérida Norte,Comercializadora Peninsular,3,0.0,404,27.92,12.0,83.76,36.0
2024-03-09,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,38,0.0,143,17.99,8.0,683.62,304.0
2023-09-04,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,20,0.0,120,45.82,,916.4,440.0
2024-01-30,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,,5,0.0,759,31.57,16.0,157.85,80.0
2023-08-25,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,61,286.0,286,17.95,8.0,1094.95,488.0
2023-07-14,P022,Yogurt Natural 1kg,Lácteos,S03,Cancún,Distribuidora Norte S.A.,19,0.0,155,51.92,26.0,986.48,494.0
2023-09-10,P024,Mantequilla 90g,Lácteos,S02,Mérida Norte,Distribuidora Norte S.A.,2,0.0,702,34.05,18.0,68.1,36.0
2023-10-26,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,18,0.0,123,83.66,42.0,1505.88,756.0
2024-05-11,P025,Papel Higiénico 4-pack,Higiene Personal,S01,Mérida Centro,Grupo Abasto del Sur,18,0.0,206,62.99,30.0,1133.82,540.0
2023-09-02,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,10,0.0,416,22.32,10.0,223.2,100.0
2023-03-06,P009,Suavizante Ropa 1L,Limpieza,S01,Mérida Centro,Proveedor Central del Caribe,6,0.0,665,63.02,30.0,378.12,180.0
2023-02-02,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,12,0.0,120,21.88,10.0,262.56,120.0
2023-07-26,P016,Atún Lata 140g,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,32,232.0,247,23.07,11.0,738.24,352.0
2024-01-27,P015,Azúcar Blanca 1kg,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,8,0.0,158,27.91,14.0,223.28,112.0
2024-06-18,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,18,0.0,191,86.62,42.0,1559.16,756.0
2023-07-23,P008,Cloro Blanqueador 1L,Limpieza,S01,Mérida Centro,Grupo Abasto del Sur,4,0.0,1201,27.69,12.0,110.76,48.0
2024-03-16,P027,Pasta Dental 100ml,Higiene Personal,S02,Mérida Norte,Logística Maya S.A.,7,0.0,156,45.84,22.0,320.88,154.0
2023-01-07,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,0,203.0,203,28.1,14.0,0.0,0.0
2023-06-17,P017,Sopa Pasta 200g,Abarrotes,S03,Cancún,Comercializadora Peninsular,28,196.0,253,15.28,7.0,427.84,196.0
2023-09-07,P003,Jugo Naranja 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,6,0.0,249,33.88,16.0,203.28,96.0
2023-07-12,P012,Frijol Negro 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,5,0.0,174,36.74,20.0,183.7,100.0
2024-04-10,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,18,0.0,196,74.27,35.0,1336.86,630.0
2023-07-16,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,15,0.0,99,74.51,35.0,1117.65,525.0
2023-05-17,P007,Jabón Multiusos 500ml,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,18,0.0,110,40.94,19.0,736.92,342.0
2024-03-16,P006,Detergente Líquido 1L,Limpieza,S05,Playa del Carmen,Distribuidora Norte S.A.,13,0.0,234,74.08,35.0,963.04,455.0
2023-06-19,P029,Desodorante Spray 150ml,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,3,0.0,646,70.25,35.0,210.75,105.0
2023-02-09,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,48,0.0,270,15.14,7.0,726.72,336.0
2023-12-23,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,,8,120.0,156,82.24,,657.92,336.0
2024-02-01,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,17,0.0,162,52.9,28.0,899.3,476.0
2023-03-02,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,10,0.0,114,21.74,10.0,217.4,100.0
2023-02-11,P009,Suavizante Ropa 1L,Limpieza,S05,Playa del Carmen,Proveedor Central del Caribe,2,0.0,564,63.48,30.0,126.96,60.0
2023-09-21,P010,Esponja Cocina Pack 3,Limpieza,S04,Cancún Centro,Logística Maya S.A.,12,0.0,154,35.59,15.0,427.08,180.0
2023-05-27,P015,Azúcar Blanca 1kg,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,19,0.0,142,28.48,14.0,541.12,266.0
2023-01-07,P014,Sal de Mesa 1kg,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,6,0.0,519,18.14,8.0,108.84,48.0
2023-06-10,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,50,0.0,191,21.65,10.5,1082.5,525.0
2024-06-14,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,18,0.0,113,34.16,16.0,614.88,288.0
2023-12-05,P023,Crema Ácida 200g,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,6,0.0,1387,31.64,16.0,189.84,96.0
2023-03-22,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,46,176.0,195,21.37,10.5,983.02,483.0
2023-09-26,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,38,0.0,200,27.07,14.0,1028.66,532.0
2023-01-20,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,Grupo Abasto del Sur,29,0.0,24,25.44,14.0,737.76,406.0
2023-03-18,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,12,0.0,147,53.89,28.0,646.68,336.0
2023-04-24,P024,Mantequilla 90g,Lácteos,S03,Cancún,Grupo Abasto del Sur,1,0.0,514,35.28,18.0,35.28,18.0
2024-02-14,P001,Agua Mineral 1L,Bebidas,S01,Mérida Centro,Grupo Abasto del Sur,56,0.0,209,18.64,8.0,1043.84,448.0
2024-05-01,P016,Atún Lata 140g,Abarrotes,S05,Playa del Carmen,Proveedor Central del Caribe,24,0.0,182,23.33,11.0,559.92,264.0
2023-09-20,P004,Agua Sabor Limón 600ml,Bebidas,S04,cancun centro,Proveedor Central del Caribe,16,0.0,141,16.07,7.5,257.12,120.0
2023-02-02,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,13,0.0,123,86.01,42.0,1118.13,546.0
2024-05-23,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,6,0.0,206,75.45,35.0,452.7,210.0
2023-09-13,P008,Cloro Blanqueador 1L,Limpieza,S01,Mérida Centro,Grupo Abasto del Sur,3,0.0,1211,27.34,12.0,82.02,36.0
2023-05-17,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,48,0.0,137,25.01,14.0,1200.48,672.0
2023-04-29,P030,Toallas Húmedas 40pz,Higiene,S02,Mérida Norte,Grupo Abasto del Sur,5,0.0,585,55.04,27.0,275.2,135.0
2023-11-25,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,52,0.0,81,25.69,14.0,1335.88,728.0
2023-11-28,P010,Esponja Cocina Pack 3,Limpieza,S02,Mérida Norte,Logística Maya S.A.,16,0.0,93,35.43,15.0,566.88,240.0
2023-04-01,P017,Sopa Pasta 200g,Abarrotes,S02,Mérida Norte,Comercializadora Peninsular,30,0.0,143,14.65,7.0,439.5,210.0
2024-04-09,P029,Desodorante Spray 150ml,Higiene,S02,Mérida Norte,Comercializadora Peninsular,4,0.0,567,72.69,35.0,290.76,140.0
2024-05-10,P026,Shampoo 400ml,Higiene,S04,Cancún Centro,Logística Maya S.A.,15,0.0,247,76.18,38.0,1142.7,570.0
2024-06-13,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,Grupo Abasto del Sur,29,0.0,194,25.61,14.0,742.69,406.0
2024-02-03,P025,Papel Higiénico 4-pack,Higiene,S01,Mérida Centro,Grupo Abasto del Sur,20,0.0,104,60.41,30.0,1208.2,600.0
2024-03-30,P001,Agua Mineral 1L,Bebidas,S05,Playa del Carmen,Proveedor Central del Caribe,38,0.0,191,18.39,8.0,698.82,304.0
2024-02-26,P026,Shampoo 400ml,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,8,0.0,83,78.69,38.0,629.52,304.0
2023-11-19,P016,Atún Lata 140g,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,63,0.0,32,23.81,11.0,1500.03,693.0
2023-07-17,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,5,0.0,749,70.67,35.0,353.35,175.0
2023-02-18,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,19,0.0,69,35.69,16.0,678.11,304.0
2024-06-13,P030,Toallas Húmedas 40pz,higiene,S02,Mérida Norte,Grupo Abasto del Sur,3,0.0,907,52.94,27.0,158.82,81.0
2024-06-10,P027,Pasta Dental 100ml,Higiene,S04,cancun centro,Distribuidora Norte S.A.,17,0.0,88,45.56,22.0,774.52,374.0
2023-09-27,P017,Sopa Pasta 200g,Abarrotes,S04,Cancún Centro,Grupo Abasto del Sur,44,0.0,279,14.56,7.0,640.64,308.0
2023-12-19,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,7,,1120,72.62,35.0,508.34,245.0
2023-05-13,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,13,0.0,73,54.14,28.0,703.82,364.0
2024-02-10,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,36,0.0,194,32.01,18.0,1152.36,648.0
2023-02-22,P005,Cerveza Lata 355ml,Bebidas,S01,Mérida Centro,Distribuidora Norte S.A.,48,317.0,340,27.17,14.0,1304.16,672.0
2024-04-23,P021,Queso Manchego 400g,Lácteos,S03,Cancún,Distribuidora Norte S.A.,9,0.0,159,91.26,50.0,821.34,450.0
2023-10-03,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,49,96.0,191,22.31,,1093.19,514.5
2023-05-22,P022,Yogurt Natural 1kg,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,11,0.0,89,50.42,26.0,554.62,286.0
2023-01-24,P011,Arroz Largo 1kg,abarrotes,S03,Cancún,Grupo Abasto del Sur,40,,246,32.24,18.0,1289.6,720.0
2024-03-28,P005,Cerveza Lata 355ml,Bebidas,S01,Mérida Centro,Distribuidora Norte S.A.,30,66.0,229,28.19,14.0,845.7,420.0
2024-04-19,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,11,0.0,287,84.8,42.0,932.8,462.0
2024-06-06,P017,Sopa Pasta 200g,Abarrotes,S04,Cancún Centro,Grupo Abasto del Sur,38,208.0,260,14.55,7.0,552.9,266.0
2023-04-25,P030,Toallas Húmedas 40pz,Higiene,S03,Cancún,Distribuidora Norte S.A.,5,0.0,344,53.69,27.0,268.45,135.0
2023-12-25,P010,Esponja Cocina Pack 3,Limpieza,S05,Playa del Carmen,Logística Maya S.A.,23,117.0,162,34.26,15.0,787.98,345.0
2023-01-23,P013,Aceite Vegetal 1L,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,23,0.0,96,53.04,28.0,1219.92,644.0
2024-01-26,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,26,0.0,87,22.41,10.0,582.66,260.0
2023-11-28,P026,Shampoo 400ml,Higiene,S01,Mérida Centro,Comercializadora Peninsular,8,0.0,70,78.04,38.0,624.32,304.0
2023-09-20,P005,Cerveza Lata 355ml,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,40,0.0,86,27.65,14.0,1106.0,560.0
2024-05-28,P020,Leche Entera 1L,Lácteos,S01,MÉRIDA CENTRO,Comercializadora Peninsular,25,293.0,334,25.42,14.0,635.5,350.0
2023-07-26,P011,Arroz Largo 1kg,Abarrotes,S03,CancÚN,Grupo Abasto del Sur,46,0.0,146,31.17,18.0,1433.82,828.0
2024-02-23,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,30,0.0,144,24.22,11.0,726.6,330.0
2023-06-06,P016,Atún Lata 140g,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,35,0.0,14,23.55,11.0,824.25,385.0
2023-04-03,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,34,0.0,212,25.52,14.0,867.68,476.0
2024-03-02,P026,Shampoo 400ml,Higiene,S04,Cancún Centro,Logística Maya S.A.,8,0.0,185,77.0,38.0,616.0,304.0
2023-10-18,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,9,0.0,197,84.06,42.0,756.54,378.0
2023-01-15,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,51,0.0,257,62.78,30.0,3201.78,1530.0
2023-12-15,P005,Cerveza Lata 355ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,75,172.0,184,27.12,14.0,2034.0,1050.0
2023-05-05,P019,Harina de Trigo 1kg,Abarrotes,S03,cancun,Proveedor Central del Caribe,8,0.0,131,21.15,10.0,169.2,80.0
2023-01-31,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,9,0.0,185,93.54,50.0,841.86,450.0
2024-01-17,P007,Jabón Multiusos 500ml,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,10,0.0,90,41.19,,411.9,190.0
2023-05-23,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,7,0.0,221,21.9,10.0,153.3,70.0
2023-12-29,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,39,0.0,102,25.88,14.0,1009.32,546.0
2023-12-10,P016,Atún Lata 140g,Abarrote,S03,Cancún,Distribuidora Norte S.A.,44,0.0,69,23.92,11.0,1052.48,484.0
2023-06-15,P006,Detergente Líquido 1L,Limpieza,S03,Cancún,Proveedor Central del Caribe,18,0.0,278,72.93,35.0,1312.74,630.0
2023-06-12,P002,Refresco Cola 600ml,Bebidas,S02,Mérida Norte,Logística Maya S.A.,36,0.0,186,21.96,10.5,790.56,378.0
2024-01-20,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,10,0.0,103,75.66,,756.6,380.0
2023-03-13,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,27,0.0,180,62.49,30.0,1687.23,810.0
2023-10-24,P028,Jabón de Baño Pack 3,Higiene,S05,Playa del Carmen,Logística Maya S.A.,8,0.0,149,48.81,23.0,390.48,184.0
2023-06-13,P014,Sal de Mesa 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,3,0.0,349,17.6,8.0,52.8,24.0
2023-02-14,P024,Mantequilla 90g,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,5,,445,33.84,18.0,169.2,90.0
2024-06-27,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa Del Carmen,Distribuidora Norte S.A.,15,0.0,330,53.36,28.0,800.4,420.0
2024-04-27,P003,Jugo Naranja 1L,Bebidas,S02,Mérida Norte,Grupo Abasto del Sur,8,0.0,134,35.53,16.0,284.24,128.0
2023-10-22,P014,Sal de Mesa 1kg,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,4,0.0,826,17.59,8.0,70.36,32.0
2023-07-06,P010,Esponja Cocina Pack 3,Limpieza,S02,Mérida Norte,Logística Maya S.A.,19,129.0,405,34.2,15.0,649.8,285.0
2023-11-04,P009,Suavizante Ropa 1L,Limpieza,S01,Mérida Centro,Proveedor Central del Caribe,1,129.0,995,64.91,30.0,64.91,30.0
2023-08-21,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,23,0.0,356,26.04,14.0,598.92,322.0
2023-04-14,P006,Detergente Líquido 1L,Limpieza,S04,Cancún Centro,Logística Maya S.A.,9,0.0,289,75.38,35.0,678.42,315.0
2023-12-23,P025,Papel Higiénico 4-pack,Higiene,S03,Cancún,Distribuidora Norte S.A.,53,0.0,26,61.31,30.0,3249.43,1590.0
2024-03-19,P030,Toallas Húmedas 40pz,Higiene,S02,Mérida Norte,Grupo Abasto del Sur,5,0.0,655,54.41,,272.05,135.0
2024-01-20,P023,Crema Ácida 200g,Lácteos,S02,Mérida Norte,Logística Maya S.A.,7,0.0,701,32.04,16.0,224.28,112.0
2023-04-21,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,15,0.0,148,95.19,50.0,1427.85,750.0
2024-03-03,P006,Detergente Líquido 1L,Limpieza,S03,cancun,Proveedor Central del Caribe,21,0.0,103,75.69,35.0,1589.49,735.0
2023-01-26,P014,Sal de Mesa 1kg,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,2,0.0,492,17.62,8.0,35.24,16.0
2023-02-12,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,18,0.0,424,43.73,22.0,787.14,396.0
2023-08-16,P012,Frijol Negro 1kg,Abarrotes,S01,Mérida Centro,Logística Maya S.A.,12,0.0,158,36.87,20.0,442.44,240.0
2024-04-27,P017,Sopa Pasta 200g,Abarrotes,S03,Cancún,Comercializadora Peninsular,29,0.0,108,14.84,7.0,430.36,203.0
2024-02-23,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,,5,0.0,1128,69.71,35.0,348.55,175.0
2024-02-17,P028,Jabón de Baño Pack 3,Higiene,S04,Cancún Centro,Proveedor Central del Caribe,14,72.0,132,47.16,23.0,660.24,322.0
2024-04-02,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,26,0.0,189,27.17,14.0,706.42,364.0
2023-10-25,P007,Jabón Multiusos 500ml,Limpieza,S04,Cancún Centro,Logística Maya S.A.,20,,108,42.65,19.0,853.0,380.0
2023-03-10,P027,Pasta Dental 100ml,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,14,0.0,195,44.75,22.0,626.5,308.0
2023-05-29,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,17,0.0,140,34.01,16.0,578.17,272.0
2023-06-15,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,13,0.0,182,38.44,20.0,499.72,260.0
2023-06-20,P016,Atún Lata 140g,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,40,0.0,146,24.43,11.0,977.2,440.0
2023-04-23,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,20,0.0,267,25.55,14.0,511.0,280.0
2024-05-02,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,47,0.0,39,14.58,7.0,685.26,329.0
2024-04-12,P027,Pasta Dental 100ml,Higiene,S03,Cancún,Logística Maya S.A.,21,0.0,159,43.27,22.0,908.67,462.0
2024-02-14,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,57,0.0,201,25.81,14.0,1471.17,798.0
2023-12-29,P011,Arroz Largo 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,28,0.0,186,30.73,18.0,860.44,504.0
2024-02-02,P014,Sal de Mesa 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,3,0.0,729,17.54,8.0,52.62,24.0
2024-06-10,P027,Pasta Dental 100ml,Higiene,S05,Playa del Carmen,Proveedor Central del Caribe,7,0.0,137,45.15,22.0,316.05,154.0
2023-09-11,P013,Aceite Vegetal 1L,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,8,0.0,195,54.75,28.0,438.0,224.0
2023/05/19,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,30,183.0,195,26.32,14.0,789.6,420.0
2023-11-28,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,51,202.0,202,15.23,,776.73,357.0
2024-04-18,P015,Azúcar Blanca 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,10,0.0,85,27.87,14.0,278.7,140.0
2023-08-15,P014,Sal de Mesa 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,4,0.0,1233,17.95,8.0,71.8,32.0
2023-02-15,P003,Jugo Naranja 1L,Bebidas,S01,Mérida Centro,Logística Maya S.A.,19,0.0,189,35.04,16.0,665.76,304.0
2023-06-24,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,28,0.0,112,61.75,30.0,1729.0,840.0
2023-03-14,P016,Atún Lata 140g,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,33,0.0,213,23.74,11.0,783.42,363.0
2023-09-29,P023,Crema Ácida 200g,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,5,0.0,571,31.42,16.0,157.1,80.0
2024-06-03,P009,Suavizante Ropa 1L,Limpieza,S01,Mérida Centro,Proveedor Central del Caribe,4,0.0,781,64.18,30.0,256.72,120.0
2023-12-11,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,13,0.0,215,47.7,23.0,620.1,299.0
2023-02-05,P025,Papel Higiénico 4-pack,Higiene,S01,Mérida Centro,Grupo Abasto del Sur,45,0.0,204,62.01,30.0,2790.45,1350.0
2024-03-31,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,18,,80,35.63,16.0,641.34,288.0
2023-01-27,P001,Agua Mineral 1L,Bebidas,S04,Cancun Centro,Proveedor Central del Caribe,53,0.0,65,18.11,8.0,959.83,424.0
2023-01-08,P014,Sal de Mesa 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,5,0.0,636,17.87,8.0,89.35,40.0
2023-07-27,P024,Mantequilla 90g,Lácteos,S03,Cancún,Grupo Abasto del Sur,6,0.0,670,33.81,18.0,202.86,108.0
2023-08-11,P003,Jugo Naranja 1L,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,23,0.0,76,33.78,16.0,776.94,368.0
2023-03-27,P027,Pasta Dental 100ml,Higiene,S01,Mérida Centro,Proveedor Central del Caribe,8,114.0,381,43.48,22.0,347.84,176.0
2024-03-06,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,6,0.0,282,83.96,,503.76,252.0
2023-11-03,P005,Cerveza Lata 355ml,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,53,89.0,144,28.3,14.0,1499.9,742.0
2023-08-22,P008,Cloro Blanqueador 1L,Limpieza,S05,Playa del Carmen,Proveedor Central del Caribe,5,0.0,729,27.77,12.0,138.85,60.0
2023-05-05,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,17,0.0,167,94.2,50.0,1601.4,850.0
2023-02-02,P002,Refresco Cola 600ml,Bebidas,S05,Playa del Carmen,,32,0.0,281,21.2,10.5,678.4,336.0
2023-12-02,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,50,174.0,189,27.08,14.0,1354.0,700.0
2024-06-18,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,19,0.0,237,32.22,18.0,612.18,342.0
2023/01/31,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,17,0.0,166,51.12,26.0,869.04,442.0
