fecha,campana_id,canal,tipo_campana,objetivo,audiencia,impresiones,clics,ctr,cpc_mxn,gasto_mxn,conversiones,valor_conv_mxn,roas,dia_semana
2024-09-10,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,2701,111,0.04108,7.47,833.93,3,2611.41,3.13,Tuesday
2024-03-24,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,12875,126,0.00979,5.28,667.5,0,0.0,0.0,Sunday
2024-02-11,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,393,37,0.09393,18.69,698.46,1,515.05,0.74,Sunday
2024-01-31,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2015,152,0.07541,11.44,1742.35,11,10037.48,5.76,Wednesday
2024-09-22,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10925,193,0.01766,3.67,710.86,1,709.0,1.0,Sunday
2024-09-06,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6372,150,0.02354,6.25,942.84,1,899.97,0.95,Friday
2024-09-06,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15852,237,0.01495,3.13,745.23,1,347.06,0.47,Friday
2024-10-31,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,749,55,0.07341,16.21,900.85,2,1441.17,1.6,Thursday
2024-05-31,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,288,47,0.16284,20.51,981.5,3,1836.31,1.87,Friday
2024-10-01,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,545,43,0.07878,20.24,879.93,1,653.13,0.74,Tuesday
2024-08-06,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,11444,135,0.0118,3.72,504.56,0,0.0,0.0,Tuesday
11-07-2024,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,19485,153,0.00785,2.96,454.8,1,674.08,1.48,Thursday
2024-06-12,FB-AWA-001,facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11961,186,0.01555,4.8,896.86,1,451.04,0.5,Wednesday
2024-08-23,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,25184,179,0.00711,3.08,553.85,1,538.3,0.97,Friday
2024-01-29,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2949,209,0.07086,8.51,1781.19,23,17703.95,9.94,Monday
2024-03-02,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,13656,194,0.01421,3.35,652.02,1,490.8,0.75,Saturday
2024-11-10,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2633,70,0.02658,6.42,454.24,1,504.32,1.11,Sunday
2024-11-14,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,857,52,0.06063,16.89,886.18,2,1189.85,1.34,Thursday
2024-07-28,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1987,49,0.02466,12.25,607.28,1,652.83,1.08,Sunday
2024-10-25,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,8016,147,0.01834,5.09,752.76,0,0.0,0.0,Friday
2024-01-20,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6740,232,0.03442,4.18,973.83,5,3531.52,3.63,Saturday
2024-11-05,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11253,160,0.01422,4.06,650.68,0,0.0,0.0,Tuesday
2024-03-21,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4703,117,0.02488,5.12,600.97,1,650.22,1.08,Thursday
2024-01-02,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,396,62,0.15633,16.94,1060.19,4,2345.13,2.21,Tuesday
2024-12-27,FB-CVR-002,Meta,Conversion,Compras,Lookalike 3% suscriptores activos,1710,55,0.03215,11.77,653.97,1,663.65,1.01,Friday
2024-06-09,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8741,153,0.0175,3.6,553.83,0,0.0,0.0,Sunday
2024-03-05,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15059,162,0.01076,3.61,588.02,1,796.9,1.36,Tuesday
2024-03-24,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,683,53,0.07752,18.0,955.96,3,2260.7,2.36,Sunday
2024-08-16,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,8507,116,0.01363,4.85,564.7,0,0.0,0.0,Friday
2024-04-17,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2380,117,0.04914,10.71,1255.17,6,5203.24,4.15,Wednesday
2024-10-29,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9343,131,0.01402,5.52,728.54,0,0.0,0.0,Tuesday
2024-12-05,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,568,27,0.04745,22.42,609.83,0,0.0,0.0,Thursday
2024-02-17,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2572,112,0.04354,8.82,992.84,8,6857.34,6.91,Saturday
2024-01-22,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6771,229,0.03382,5.06,1159.69,3,2802.92,2.42,Monday
2024-08-21,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,292,24,0.0821,21.48,518.89,0,0.0,0.0,Wednesday
2024-07-25,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,6614,95,0.01436,6.53,625.79,1,652.59,1.04,Thursday
2024-09-17,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,393,36,0.09147,18.73,686.7,2,1432.82,2.09,Tuesday
2024-01-30,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2578,215,0.08338,10.92,2354.97,18,15059.2,6.39,Tuesday
2024-06-19,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,528,42,0.07954,17.79,754.4,3,2105.42,2.79,Wednesday
2024-07-19,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,13388,82,0.00612,3.95,324.34,0,0.0,0.0,Friday
2024-09-06,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,556,65,0.11677,19.24,1269.0,3,910.07,0.72,Friday
2024-07-18,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,14840,90,0.00606,3.55,321.01,0,0.0,0.0,Thursday
2024-05-17,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,5846,254,0.04344,5.64,1434.45,6,3452.6,2.41,Friday
2024-09-05,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,312,29,0.09292,22.16,642.74,1,567.5,0.88,Thursday
2024-11-30,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1448,65,0.04488,12.82,842.65,2,1396.28,1.66,Saturday
2024-06-04,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,680,65,0.09546,19.07,1255.25,3,2275.19,1.81,Tuesday
2024-04-23,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,402,48,0.11913,16.06,778.17,2,810.38,1.04,Tuesday
2024-05-21,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,535,67,0.12507,16.4,1110.3,4,2782.79,2.51,Tuesday
2024-03-13,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,573,45,0.07853,14.11,648.24,2,628.85,0.97,Wednesday
2024-06-08,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,330,25,0.07558,21.19,544.98,1,549.69,1.01,Saturday
2024-05-08,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,390,44,0.1126,17.38,772.18,3,2589.19,3.35,Wednesday
2024-10-03,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3135,114,0.03635,6.42,734.98,3,1525.56,2.08,Thursday
2024-04-25,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4745,166,0.03498,5.33,889.11,2,1387.48,1.56,Thursday
2024-03-26,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,483,45,0.09298,19.99,907.92,2,976.81,1.08,Tuesday
09/06/2024,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4219,141,0.03342,6.79,962.29,2,1202.6,1.25,Sunday
2024-09-08,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6746,169,0.02505,3.9,661.13,2,960.4,1.45,Sunday
2024-10-09,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,5311,148,0.02786,6.14,911.88,2,830.18,0.91,Wednesday
2024-10-23,FB-AWA-002,FB,Awareness,Alcance,Lookalike 1% compradores anteriores,9323,135,0.01448,4.11,557.41,0,0.0,0.0,Wednesday
2024-08-19,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,12379,105,0.00848,2.95,311.28,0,0.0,0.0,Monday
2024-12-29,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1977,48,0.02427,9.39,457.69,1,429.15,0.94,Sunday
2024-03-02,GG-SRC-002,GOOGLE,Search,Clics,Intención: meditacion guiada online,494,33,0.06674,18.67,625.61,1,672.6,1.08,Saturday
2024-10-26,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4071,117,0.02873,6.91,814.12,2,1173.53,1.44,Saturday
2024-09-02,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,14047,228,0.01623,3.8,867.6,1,498.05,0.57,Monday
2024-08-24,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,394,24,0.06091,18.55,446.2,1,453.74,1.02,Saturday
2024-05-16,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2807,127,0.04523,8.21,1043.64,5,1687.75,1.62,Thursday
2024-01-24,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,14166,239,0.01687,3.2,764.53,4,2908.55,3.8,Wednesday
2024-07-15,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5678,77,0.01356,6.04,466.09,0,0.0,0.0,Monday
2024-08-07,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9853,99,0.01005,5.19,515.94,0,0.0,0.0,Wednesday
2024-02-26,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3717,129,0.0347,7.79,1010.38,1,673.33,0.67,Monday
2024-08-02,FB-CON-002,facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3103,81,0.0261,7.9,641.17,1,802.12,1.25,Friday
2024-01-11,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2716,187,0.06884,7.51,1404.55,6,5071.18,3.61,Thursday
2024-01-02,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2053,166,0.08084,11.57,1931.71,15,4905.3,2.54,Tuesday
2024-03-02,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1918,70,0.03649,14.09,986.8,5,1882.84,1.91,Saturday
2024-06-05,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,16357,205,0.01253,3.35,689.63,1,601.0,0.87,Wednesday
2024-01-29,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19136,330,0.01724,3.06,1010.5,4,2655.99,2.63,Monday
2024-07-02,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2266,70,0.03088,11.52,807.48,1,700.46,0.87,Tuesday
2024-02-21,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,16984,214,0.0126,2.78,595.46,2,1695.84,2.85,Wednesday
2024-06-28,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4994,214,0.04284,6.05,1296.66,5,2977.7,2.3,Friday
2024-04-25,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,440,56,0.12701,18.07,1027.89,3,2578.32,2.51,Thursday
2024-04-19,FB-CVR-002,Facebook,Conversion,,,2471,118,,11.31,1339.67,7,4142.5,3.09,Friday
2024-06-12,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,639,60,0.09383,16.34,989.01,3,2649.16,2.68,Wednesday
2024-11-18,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1979,87,0.04395,10.64,930.4,6,3372.24,3.62,Monday
2024-06-01,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,6141,167,0.02719,5.83,979.2,5,3197.73,3.27,Saturday
2024-08-01,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,5670,109,0.01922,5.8,633.16,2,1195.8,1.89,Thursday
2024-12-17,FB-AWA-002,FB,Awareness,Alcance,Lookalike 1% compradores anteriores,8352,71,0.0085,4.42,315.73,0,0.0,0.0,Tuesday
2024-10-24,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3922,113,0.02881,6.06,687.92,1,791.4,1.15,Thursday
2024-08-26,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4272,112,0.02621,6.78,763.19,2,1998.18,2.62,Monday
2024-02-25,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,11221,142,0.01265,3.28,467.53,1,530.88,1.14,Sunday
2024-01-13,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,726,86,0.11842,17.67,1529.82,7,5055.35,3.3,Saturday
2024-04-24,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11479,210,0.01829,4.57,963.61,0,0.0,0.0,Wednesday
2024-12-13,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3452,71,0.02056,6.8,489.73,0,0.0,0.0,Friday
2024-05-12,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20637,193,0.00935,2.8,539.8,2,1382.79,2.56,Sunday
2024-11-29,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18708,161,0.00861,3.09,498.17,1,719.23,1.44,Friday
2024-11-23,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4814,103,0.02139,6.36,659.16,2,1259.32,1.91,Saturday
2024-01-27,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1397,126,0.09016,12.35,1564.11,18,13354.12,8.54,Saturday
2024-01-21,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,382,50,0.13062,22.08,1105.42,4,2441.3,2.21,Sunday
2024-12-09,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2812,74,0.02631,8.15,608.03,1,517.79,0.85,Monday
2024-04-21,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4323,122,0.02822,7.58,930.9,4,1334.23,1.43,Sunday
2024-07-01,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,15457,117,0.00757,3.8,446.91,0,0.0,0.0,Monday
2024-03-06,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18815,206,0.01095,2.44,504.69,1,958.39,1.9,Wednesday
2024-01-31,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,488,62,0.12699,18.95,1174.71,5,3039.64,2.59,Wednesday
2024-04-23,GG-YTB-001,google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7282,183,0.02513,5.18,951.2,3,1626.57,1.71,Tuesday
2024-01-07,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,13217,226,0.0171,3.27,741.61,4,2074.61,2.8,Sunday
2024-08-23,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1638,78,0.04759,9.86,778.51,4,2534.22,3.26,Friday
2024-02-07,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1659,82,0.0494,13.26,1092.51,5,3407.29,3.12,Wednesday
2024-12-30,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9649,85,0.00881,4.56,392.32,0,0.0,0.0,Monday
2024-10-20,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4844,110,0.02271,5.63,623.69,1,684.71,1.1,Sunday
2024-04-06,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8379,150,0.0179,4.9,734.61,0,0.0,0.0,Saturday
2024-06-07,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,376,38,0.1009,20.71,799.4,2,1204.11,1.51,Friday
2024-08-29,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4146,62,0.01495,7.08,443.77,0,0.0,0.0,Thursday
2024-06-13,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,9199,141,0.01533,3.66,519.19,1,584.24,1.13,Thursday
2024-07-01,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,359,21,0.05844,19.21,419.17,0,0.0,0.0,Monday
2024-10-12,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4275,107,0.02502,6.83,731.96,2,854.67,1.17,Saturday
2024-08-06,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3885,109,0.02806,6.55,714.69,1,716.28,1.0,Tuesday
2024-09-26,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,684,53,0.07747,17.15,925.44,3,1966.94,2.13,Thursday
2024-03-10,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,590,37,0.06263,19.58,740.68,2,1456.3,1.97,Sunday
2024-09-30,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2763,121,0.04379,11.03,1339.77,9,5026.52,3.75,Monday
2024-08-06,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5709,103,0.01804,5.63,584.06,0,0.0,0.0,Tuesday
2024-03-31,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,545,48,0.08799,17.76,857.02,1,770.84,0.9,Sunday
2024-09-20,GG-SRC-003,Google,Search,,,475,46,,17.95,828.66,2,1576.19,1.9,Friday
2024-05-17,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,554,72,0.1299,14.83,1068.48,5,3032.14,2.84,Friday
2024-08-16,FB-CVR-002,FACEBOOK,Conversion,Compras,Lookalike 3% suscriptores activos,2303,85,0.03691,11.14,957.57,3,1711.97,1.79,Friday
2024-10-27,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,285,23,0.08069,19.34,449.12,1,924.35,2.06,Sunday
2024-04-04,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,373,46,0.12325,16.71,778.21,2,1086.58,1.4,Thursday
2024-04-18,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,629,65,0.10328,18.46,1218.01,4,2983.98,2.45,Thursday
2024-04-24,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17935,227,0.01266,3.06,694.93,2,1663.9,2.39,Wednesday
2024-10-27,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4255,109,0.02562,7.18,788.24,3,2057.19,2.61,Sunday
2024-11-22,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,716,48,0.067,15.75,763.52,1,533.88,0.7,Friday
2024-09-27,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8422,143,0.01698,5.54,795.96,1,545.22,0.68,Friday
2024-12-12,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9071,76,0.00838,4.37,336.4,0,0.0,0.0,Thursday
2024-10-10,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1453,86,0.05917,10.85,935.25,3,2217.96,2.37,Thursday
2024-01-30,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,765,82,0.10705,20.54,1699.03,5,4772.05,2.81,Tuesday
2024-06-10,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1869,102,0.05457,10.56,1079.09,6,2829.27,2.62,Monday
2024-07-10,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1820,59,0.03241,11.89,713.27,2,1615.4,2.26,Wednesday
2024-07-05,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1718,53,0.03084,12.29,656.94,1,927.12,1.41,Friday
2024-01-13,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5816,195,0.03353,5.14,1002.47,4,2575.54,2.57,Saturday
2024-01-31,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,580,79,0.136,16.49,1310.87,6,2750.44,2.1,Wednesday
2024-06-25,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2211,143,0.06467,8.05,1151.96,11,8081.7,7.02,Tuesday
2024-02-19,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,2946,120,0.04073,8.44,1017.91,3,2071.54,2.04,Monday
2024-01-22,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18704,294,0.01572,3.25,956.83,4,2631.76,2.75,Monday
2024-08-19,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10395,98,0.00943,5.19,513.26,0,0.0,0.0,Monday
2024-12-04,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,552,29,0.05247,19.25,559.79,0,0.0,0.0,Wednesday
2024-05-20,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,17382,272,0.01565,3.74,1018.76,2,2032.56,2.0,Monday
2024-05-17,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,516,55,0.10654,21.35,1180.47,3,2019.03,1.71,Friday
2024-04-06,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9378,166,0.0177,4.56,758.93,1,420.7,0.55,Saturday
2024-07-11,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2380,76,0.03192,10.29,784.4,2,1514.87,1.93,Thursday
2024-08-15,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18806,152,0.00808,2.99,457.07,1,347.28,0.76,Thursday
2024-01-06,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,293,42,0.1431,20.33,873.07,3,2586.42,2.96,Saturday
2024-07-30,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19390,118,0.00609,2.92,346.2,0,0.0,0.0,Tuesday
2024-07-07,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11887,108,0.00909,3.72,404.96,0,0.0,0.0,Sunday
2024-05-06,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9000,196,0.02178,4.44,875.32,2,819.26,0.94,Monday
2024-11-08,FB-CON-002,FB,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3751,116,0.03092,6.1,713.0,1,606.68,0.85,Friday
2024-04-10,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,348,40,0.11483,20.09,822.12,1,866.76,1.05,Wednesday
2024-07-21,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4516,79,0.01749,5.95,474.06,1,474.04,1.0,Sunday
2024-08-02,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4572,112,0.0245,6.05,683.42,2,954.77,1.4,Friday
2024-10-17,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7613,163,0.02141,4.28,701.55,2,403.7,0.58,Thursday
2024-07-18,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,573,32,0.05579,16.04,521.22,0,0.0,0.0,Thursday
2024-01-22,FB-AWA-001,Facebook,Awareness,,,10708,242,,5.72,1387.24,3,1791.64,1.29,Monday
2024-01-29,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",8382,178,0.02124,5.79,1031.17,4,1064.09,1.03,Monday
2024-10-25,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15761,195,0.01237,3.22,629.44,2,1170.32,1.86,Friday
2024-03-20,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11450,164,0.01432,3.91,644.11,1,811.6,1.26,Wednesday
2024-06-26,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1844,107,0.05801,12.56,1347.79,7,5903.22,4.38,Wednesday
2024-07-10,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,18251,100,0.00548,2.75,277.02,0,0.0,0.0,Wednesday
2024-04-08,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2872,147,0.05117,11.49,1700.12,7,5633.43,3.31,Monday
2024-06-21,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",4894,152,0.03105,4.98,761.39,1,783.02,1.03,Friday
2024-11-17,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,521,33,0.0633,21.74,723.42,1,742.05,1.03,Sunday
2024-04-12,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",8967,169,0.01885,5.26,892.03,4,2450.07,2.75,Friday
2024-09-29,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,455,35,0.07678,21.18,761.32,1,537.27,0.71,Sunday
2024-04-21,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,576,43,0.07453,17.52,769.64,2,1262.77,1.64,Sunday
2024-11-05,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,398,32,0.08032,19.09,618.94,1,759.61,1.23,Tuesday
2024-06-06,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3845,145,0.03771,7.13,1039.28,3,2172.47,2.09,Thursday
2024-11-25,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,16796,170,0.01012,3.31,565.09,1,788.52,1.4,Monday
2024-11-10,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11380,136,0.01195,4.15,566.42,0,0.0,0.0,Sunday
2024-10-13,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,15138,141,0.00931,2.94,416.85,1,517.26,1.24,Sunday
2024-10-05,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,19127,182,0.00952,3.42,623.11,1,678.33,1.09,Saturday
2024-03-06,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20311,180,0.00886,3.09,558.2,2,1590.76,2.85,Wednesday
2024-12-04,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3155,62,0.01965,8.07,500.78,0,0.0,0.0,Wednesday
2024-12-03,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,11333,85,0.0075,4.08,350.14,0,0.0,0.0,Tuesday
2024-07-21,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6081,62,0.0102,5.64,352.98,0,0.0,0.0,Sunday
