transaccion_id,usuario_id,campana_id,canal_origen,tipo_campana,fecha,timestamp,producto,categoria,precio_lista_mxn,descuento_mxn,precio_final_mxn,costo_mxn,margen_mxn,metodo_pago,dispositivo
TX90939,U0022316,FB-AWA-001,Meta,Awareness,2024-11-27,2024-11-27 16:28:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,paypal,movil
TX90940,U0022382,GG-SRC-001,Google,Search,2024-09-20,2024-09-20 09:53:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,desktop
TX90941,U0022397,GG-SRC-001,Google,Search,2024-09-20,2024-09-20 19:16:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90942,U0022399,GG-SRC-001,Google,Search,2024-09-20,2024-09-20 22:43:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_debito,desktop
TX90943,U0022409,GG-SRC-001,Google,Search,2024-09-20,2024-09-20 08:52:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,desktop
TX90944,U0022425,GG-SRC-001,Google,Search,2024-09-20,2024-09-20 19:41:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,paypal,desktop
TX90945,U0022467,FB-CON-001,Meta,Consideracion,2024-07-19,2024-07-19 16:32:00,Membresia Trimestral,Membresia,899.0,269.7,629.3,150,479.3,paypal,desktop
TX90946,U0022539,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 09:49:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,movil
TX90947,U0022577,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 21:00:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,oxxo,movil
TX90948,U0022586,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 22:01:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,desktop
TX90949,U0022594,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 09:42:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_debito,movil
TX90950,U0022609,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 15:27:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,movil
TX90951,U0022633,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 19:58:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,oxxo,desktop
TX90952,U0022643,FB-AWA-002,Meta,Awareness,2024-09-12,2024-09-12 14:20:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,oxxo,movil
TX90953,U0022667,GG-SRC-002,Google,Search,2024-09-24,2024-09-24 21:10:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_debito,movil
TX90954,U0022680,GG-SRC-002,Google,Search,2024-09-24,2024-09-24 17:40:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,desktop
TX90955,U0022688,GG-SRC-002,Google,Search,2024-09-24,2024-09-24 18:30:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,movil
TX90956,U0022693,GG-SRC-002,Google,Search,2024-09-24,2024-09-24 21:49:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90957,U0022706,FB-CON-001,Meta,Consideracion,2024-02-11,2024-02-11 18:18:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,oxxo,desktop
TX90958,U0022738,FB-CON-001,Meta,Consideracion,2024-02-11,2024-02-11 14:54:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,paypal,movil
TX90959,U0022746,FB-CON-001,Meta,Consideracion,2024-02-11,2024-02-11 15:15:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,movil
TX90960,U0022752,FB-CON-001,Meta,Consideracion,2024-02-11,2024-02-11 16:54:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_debito,movil
TX90961,U0022848,GG-DSP-001,Google,Display,2024-05-29,2024-05-29 08:01:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,oxxo,desktop
TX90962,U0022995,GG-DSP-001,Google,Display,2024-05-29,2024-05-29 18:58:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,oxxo,desktop
TX90963,U0023091,GG-DSP-001,Google,Display,2024-12-31,2024-12-31 09:25:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,paypal,movil
TX90964,U0023109,GG-DSP-001,Google,Display,2024-12-31,2024-12-31 20:03:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,movil
TX90965,U0023151,GG-DSP-001,Google,Display,2024-12-31,2024-12-31 20:11:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,desktop
TX90966,U0023222,GG-YTB-001,Google,YouTube,2024-08-10,2024-08-10 11:13:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,paypal,desktop
TX90967,U0023236,GG-YTB-001,Google,YouTube,2024-08-10,2024-08-10 18:22:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,Desconocido,movil
TX90968,U0023241,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 20:01:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_credito,desktop
TX90969,U0023251,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 19:47:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,desktop
TX90970,U0023260,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 15:27:00,Curso Meditacion 21 Dias,Curso,799.0,239.7,559.3,150,409.3,tarjeta_debito,movil
TX90971,U0023265,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 08:30:00,Curso Yoga Completo,Curso,1499.0,149.9,1349.1,280,1069.1,tarjeta_debito,movil
TX90972,U0023269,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 14:21:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,movil
TX90973,U0023289,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 16:10:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,movil
TX90974,U0023290,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 16:31:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,movil
TX90975,U0023298,FB-CVR-002,Meta,Conversion,2024-08-09,2024-08-09 10:33:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,desktop
TX90976,U0023331,FB-CON-002,Meta,Consideracion,2024-04-15,2024-04-15 13:37:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,desktop
TX90977,U0023398,FB-CON-002,Meta,Consideracion,2024-04-15,2024-04-15 10:43:00,Membresia Mensual,Membresia,349.0,0.0,296.65,60,236.65,Desconocido,movil
TX90978,U0023422,FB-CON-002,Meta,Consideracion,2024-04-15,2024-04-15 09:24:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,tablet
TX90979,U0023430,FB-CON-002,Meta,Consideracion,2024-04-15,2024-04-15 11:15:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,movil
TX90980,U0023434,FB-CON-002,Meta,Consideracion,2024-04-15,2024-04-15 21:53:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,movil
TX90981,U0023463,FB-CVR-002,Meta,Conversion,2024-08-28,2024-08-28 22:23:00,Curso Yoga Completo,Curso,1499.0,449.7,1049.3,280,769.3,paypal,movil
TX90982,U0023469,FB-CVR-002,Meta,Conversion,2024-08-28,2024-08-28 21:53:00,Membresia Mensual,Membresia,349.0,69.8,279.2,60,219.2,tarjeta_credito,movil
TX90983,U0023501,FB-CVR-002,Meta,Conversion,2024-08-28,2024-08-28 20:34:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,tablet
TX90984,U0023512,FB-CVR-002,Meta,Conversion,2024-08-28,2024-08-28 19:15:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,desktop
TX90985,U0023522,FB-CVR-002,Meta,Conversion,2024-08-28,2024-08-28 14:37:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_credito,movil
TX90986,U0023533,FB-CVR-002,Meta,Conversion,2024-08-28,2024-08-28 16:49:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,paypal,movil
TX90987,U0023549,FB-AWA-002,Meta,Awareness,2024-12-25,2024-12-25 11:52:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX90988,U0023552,FB-AWA-002,Meta,Awareness,2024-12-25,2024-12-25 08:39:00,Curso Fitness En Casa,Curso,699.0,104.85,594.15,130,464.15,tarjeta_debito,desktop
TX90989,U0023584,FB-AWA-002,Meta,Awareness,2024-12-25,2024-12-25 18:22:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,Desconocido,desktop
TX90990,U0023733,FB-CON-002,Meta,Consideracion,2024-09-15,2024-09-15 13:09:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,desktop
TX90991,U0023791,FB-CON-002,Meta,Consideracion,2024-09-15,2024-09-15 12:37:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_debito,movil
TX90992,U0023805,FB-CON-002,Meta,Consideracion,2024-09-15,2024-09-15 08:07:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,movil
TX90993,U0023854,GG-DSP-001,Google,Display,2024-09-21,2024-09-21 08:59:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,tablet
TX90994,U0023902,GG-DSP-001,Google,Display,2024-09-21,2024-09-21 20:09:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,movil
TX90995,U0023943,GG-DSP-001,Google,Display,2024-09-21,2024-09-21 17:00:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,desktop
TX90996,U0023962,GG-DSP-001,Google,Display,2024-09-21,2024-09-21 18:55:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_debito,desktop
TX90997,U0023970,GG-SRC-002,Google,Search,2024-10-29,2024-10-29 15:08:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,desktop
TX90998,U0023996,GG-SRC-002,Google,Search,2024-10-29,2024-10-29 20:26:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,movil
TX90999,U0024071,FB-AWA-001,Meta,Awareness,2024-03-17,2024-03-17 13:38:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,paypal,desktop
TX91000,U0024080,FB-AWA-001,Meta,Awareness,2024-03-17,2024-03-17 08:46:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,movil
TX91001,U0024123,FB-AWA-001,Meta,Awareness,2024-03-17,2024-03-17 20:05:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,desktop
TX91002,U0024144,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 08:43:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,movil
TX91003,U0024145,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 13:02:00,Curso Nutricion Funcional,Curso,999.0,299.7,699.3,200,499.3,paypal,movil
TX91004,U0024169,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 21:04:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,desktop
TX91005,U0024172,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 20:49:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX91006,U0024173,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 21:12:00,Membresia Mensual,Membresia,349.0,104.7,244.3,60,184.3,paypal,movil
TX91007,U0024180,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 16:34:00,Curso Meditacion 21 Dias,Curso,799.0,79.9,719.1,150,569.1,tarjeta_credito,movil
TX91008,U0024193,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 09:58:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,movil
TX91009,U0024197,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 16:31:00,Membresia Mensual,Membresia,349.0,34.9,314.1,60,254.1,paypal,tablet
TX91010,U0024209,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 16:25:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,movil
TX91011,U0024221,FB-CVR-002,Meta,Conversion,2024-02-13,2024-02-13 11:21:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,paypal,movil
TX91012,U0024255,FB-CON-002,Meta,Consideracion,2024-11-02,2024-11-02 19:00:00,Curso Nutricion Funcional,Curso,999.0,149.85,849.15,200,649.15,tarjeta_debito,movil
TX91013,U0024279,FB-CON-002,Meta,Consideracion,2024-11-02,2024-11-02 13:10:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,paypal,desktop
TX91014,U0024303,FB-CON-002,Meta,Consideracion,2024-11-02,2024-11-02 19:51:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_debito,movil
TX91015,U0024515,FB-AWA-002,Meta,Awareness,2024-04-05,2024-04-05 16:43:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,Desconocido,movil
TX91016,U0024559,FB-CON-002,Meta,Consideracion,2024-06-24,2024-06-24 11:42:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,paypal,movil
TX91017,U0024576,FB-CON-002,Meta,Consideracion,2024-06-24,2024-06-24 08:24:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,movil
TX91018,U0024643,FB-CON-002,Meta,Consideracion,2024-06-24,2024-06-24 13:48:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,paypal,desktop
TX91019,U0024647,FB-CON-002,Meta,Consideracion,2024-06-24,2024-06-24 15:28:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_credito,desktop
TX91020,U0024690,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 11:02:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,oxxo,movil
TX91021,U0024696,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 20:03:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,tablet
TX91022,U0024710,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 17:01:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,paypal,movil
TX91023,U0024713,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 11:55:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,desktop
TX91024,U0024722,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 14:16:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,paypal,movil
TX91025,U0024740,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 12:26:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,paypal,desktop
TX91026,U0024742,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 15:21:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX91027,U0024753,GG-SRC-002,Google,Search,2024-01-23,2024-01-23 11:23:00,Membresia Trimestral,Membresia,899.0,179.8,719.2,150,569.2,tarjeta_credito,movil
TX91028,U0024843,GG-DSP-002,Google,Display,2024-05-16,2024-05-16 12:58:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,desktop
TX91029,U0024863,GG-DSP-002,Google,Display,2024-05-16,2024-05-16 22:01:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,oxxo,desktop
TX91030,U0024936,GG-DSP-002,Google,Display,2024-05-16,2024-05-16 12:34:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_credito,movil
TX91031,U0024981,GG-DSP-002,Google,Display,2024-05-16,2024-05-16 11:02:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,movil
TX91032,U0025003,GG-DSP-002,Google,Display,2024-03-17,2024-03-17 08:37:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_debito,movil
TX91033,U0025127,GG-DSP-002,Google,Display,2024-03-17,2024-03-17 16:20:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_credito,movil
TX91034,U0025128,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 14:57:00,Curso Yoga Completo,Curso,1499.0,299.8,1199.2,280,919.2,tarjeta_debito,movil
TX91035,U0025139,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 14:03:00,Curso Meditacion 21 Dias,Curso,799.0,0.0,799.0,150,649.0,tarjeta_debito,desktop
TX91036,U0025142,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 22:42:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,oxxo,desktop
TX91037,U0025143,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 16:03:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX91038,U0025151,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 16:51:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,movil
TX91039,U0025153,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 08:02:00,Membresia Trimestral,Membresia,899.0,89.9,809.1,150,659.1,tarjeta_credito,movil
TX91040,U0025159,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 16:44:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_credito,movil
TX91041,U0025163,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 08:17:00,Curso Yoga Completo,Curso,1499.0,149.9,1349.1,280,1069.1,tarjeta_credito,tablet
TX91042,U0025164,GG-SRC-001,Google,Search,2024-07-21,2024-07-21 19:19:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,movil
TX91043,U0025169,FB-AWA-002,Meta,Awareness,2024-04-17,2024-04-17 18:27:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,movil
TX91044,U0025225,FB-AWA-002,Meta,Awareness,2024-04-17,2024-04-17 18:47:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX91045,U0025264,FB-AWA-002,Meta,Awareness,2024-04-17,2024-04-17 17:14:00,Curso Meditacion 21 Dias,Curso,799.0,79.9,719.1,150,569.1,tarjeta_credito,movil
TX91046,U0025341,FB-CON-001,Meta,Consideracion,2024-12-06,2024-12-06 13:07:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,desktop
TX91047,U0025384,FB-CON-001,Meta,Consideracion,2024-12-06,2024-12-06 14:23:00,Membresia Trimestral,Membresia,899.0,89.9,809.1,150,659.1,tarjeta_credito,movil
TX91048,U0025451,FB-AWA-002,Meta,Awareness,2024-07-28,2024-07-28 20:31:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_debito,movil
TX91049,U0025468,FB-AWA-002,Meta,Awareness,2024-07-28,2024-07-28 21:08:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,paypal,movil
TX91050,U0025622,FB-CON-001,Meta,Consideracion,2024-08-19,2024-08-19 08:27:00,Pack Inicio Bienestar,Bundle,1299.0,194.85,1104.15,240,864.15,tarjeta_credito,desktop
TX91051,U0025635,FB-CON-001,Meta,Consideracion,2024-08-19,2024-08-19 09:08:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,movil
TX91052,U0025664,FB-CON-001,Meta,Consideracion,2024-08-19,2024-08-19 17:59:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,paypal,movil
TX91053,U0025696,FB-CON-001,Meta,Consideracion,2024-03-15,2024-03-15 21:55:00,Curso Fitness En Casa,Curso,699.0,104.85,594.15,130,464.15,tarjeta_credito,movil
TX91054,U0025711,FB-CON-001,Meta,Consideracion,2024-03-15,2024-03-15 15:41:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,tarjeta_credito,movil
TX91055,U0025737,FB-CON-001,Meta,Consideracion,2024-03-15,2024-03-15 08:38:00,Curso Fitness En Casa,Curso,699.0,139.8,559.2,130,429.2,paypal,movil
TX91056,U0025741,FB-CON-001,Meta,Consideracion,2024-03-15,2024-03-15 11:00:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,desktop
TX91057,U0025806,FB-CON-001,Meta,Consideracion,2024-03-15,2024-03-15 20:23:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,movil
TX91058,U0025807,FB-CON-001,Meta,Consideracion,2024-03-15,2024-03-15 18:15:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,desktop
TX91059,U0025960,GG-YTB-001,Google,YouTube,2024-06-09,2024-06-09 21:28:00,Curso Fitness En Casa,Curso,699.0,209.7,489.3,130,359.3,tarjeta_debito,movil
TX91060,U0025965,GG-YTB-001,Google,YouTube,2024-06-09,2024-06-09 08:03:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_debito,movil
TX91061,U0026019,GG-SRC-003,Google,Search,2024-12-17,2024-12-17 14:21:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,movil
TX91062,U0026024,GG-SRC-003,Google,Search,2024-12-17,2024-12-17 19:46:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,tablet
TX91063,U0026025,GG-SRC-003,Google,Search,2024-12-17,2024-12-17 21:14:00,Pack Inicio Bienestar,Bundle,1299.0,0.0,1299.0,240,1059.0,Desconocido,movil
TX91064,U0026026,GG-SRC-003,Google,Search,2024-12-17,2024-12-17 17:18:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,desktop
TX91065,U0026060,FB-AWA-002,Meta,Awareness,2024-07-29,2024-07-29 21:31:00,Curso Meditacion 21 Dias,Curso,799.0,159.8,639.2,150,489.2,tarjeta_debito,movil
TX91066,U0026129,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 08:54:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,desktop
TX91067,U0026131,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 15:37:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,movil
TX91068,U0026139,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 09:46:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_debito,movil
TX91069,U0026160,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 12:47:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,movil
TX91070,U0026173,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 12:27:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,desktop
TX91071,U0026183,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 21:37:00,Curso Pilates Basico,Curso,599.0,0.0,599.0,110,489.0,tarjeta_credito,desktop
TX91072,U0026200,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 09:56:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,tarjeta_credito,movil
TX91073,U0026204,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 19:52:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,paypal,movil
TX91074,U0026207,FB-CVR-001,Meta,Conversion,2024-10-18,2024-10-18 21:55:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_credito,movil
TX91075,U0026224,GG-SRC-001,Google,Search,2024-01-24,2024-01-24 10:42:00,Membresia Trimestral,Membresia,899.0,0.0,899.0,150,749.0,tarjeta_credito,desktop
TX91076,U0026254,GG-SRC-001,Google,Search,2024-01-24,2024-01-24 20:04:00,Membresia Mensual,Membresia,349.0,34.9,314.1,60,254.1,tarjeta_debito,movil
TX91077,U0026259,GG-SRC-001,Google,Search,2024-01-24,2024-01-24 09:39:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,paypal,desktop
TX91078,U0026263,GG-SRC-001,Google,Search,2024-01-24,2024-01-24 13:20:00,Curso Nutricion Funcional,Curso,999.0,0.0,999.0,200,799.0,paypal,desktop
TX91079,U0026268,GG-SRC-001,Google,Search,2024-01-24,2024-01-24 12:50:00,Membresia Mensual,Membresia,349.0,52.35,296.65,60,236.65,tarjeta_credito,desktop
TX91080,U0026273,GG-SRC-001,Google,Search,2024-01-24,2024-01-24 11:00:00,Taller En Vivo Mindfulness,Taller,299.0,0.0,299.0,80,219.0,tarjeta_credito,movil
TX91081,U0026329,GG-DSP-002,Google,Display,2024-09-17,2024-09-17 18:53:00,Curso Fitness En Casa,Curso,699.0,69.9,629.1,130,499.1,tarjeta_credito,desktop
TX91082,U0026428,GG-DSP-002,Google,Display,2024-09-17,2024-09-17 10:25:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,tarjeta_debito,desktop
TX91083,U0026447,GG-DSP-002,Google,Display,2024-09-17,2024-09-17 09:15:00,Curso Yoga Completo,Curso,1499.0,0.0,1499.0,280,1219.0,paypal,movil
TX91084,U0026634,FB-AWA-001,Meta,Awareness,2024-01-12,2024-01-12 13:08:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_credito,movil
TX91085,U0026703,FB-AWA-001,Meta,Awareness,2024-01-12,2024-01-12 18:44:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,paypal,desktop
TX91086,U0026768,FB-AWA-001,Meta,Awareness,2024-01-12,2024-01-12 10:05:00,Membresia Mensual,Membresia,349.0,0.0,349.0,60,289.0,tarjeta_debito,desktop
TX91087,U0026811,FB-AWA-001,Meta,Awareness,2024-01-12,2024-01-12 15:40:00,Curso Fitness En Casa,Curso,699.0,0.0,699.0,130,569.0,tarjeta_credito,movil
TX91088,U0027024,GG-DSP-001,Google,Display,2024-08-11,2024-08-11 17:26:00,Curso Meditacion 21 Dias,Curso,799.0,239.7,559.3,150,409.3,tarjeta_credito,movil
